platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,num_attacked
zhihu,race,还说什么中国男人配不上中国女人的鬼话，真是带出一个好节奏，全球家庭暴力也好，情侣矛盾也好，都是人类共有的特点，非要扣帽子说只有中国人会这样，真是离谱！,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]",75,1
zhihu,race,因为种族优势，中国人普遍都很小,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",15,1
tieba,lgbt,这样的人一辈子都不会被人看上吧,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
tieba,race,这个人哪个非洲国家的？,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",11,1
tieba,lgbt,你要的证据来咯。毕竟我们不会乱造谣别人,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",19,0
zhihu,race,咋们再反对也没用啊，上面不管。。。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",17,0
tieba,gender,如题，谁去接一下这个拳法,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",12,1
tieba,gender,本来就要征服，哪有靠舔的,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
tieba,gender,哈哈哈哈哈笑死我了，籹拳帖子下面全是鸡或麦片的这波叫做产业集聚,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",31,1
zhihu,race,告诉她们，我家牛栏的公牛最近发春，吊又长又大，是真的大，不是怕片宣传挑出来的大，送给她们夜夜春宵，免费，没艾滋病,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",56,1
tieba,gender,玩了孤岛惊魂再看这个帖子只能说真的太味了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",20,0
zhihu,race,最近钓鱼越来越没水平了😆,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
zhihu,race,很民族主义的青年表示没有抨击她们外流，我很希望她们流出去，我抨击她们把黑黄后代留在中国！！！！,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",47,2
tieba,gender,哈哈，好可怜,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,race,我还是觉得保加利亚妖王顺眼多了,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
tieba,gender,应对的办法是走出去外娶。对于郭女，绝大多数郭女卸妆和恐怖片差不多。我是没有做推土机的欲望,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",44,1
tieba,lgbt,如下，一击脱离是真的给异性恋当成武器了，可怜至极,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",24,0
zhihu,lgbt,石砸🐶叫了属于是，怎么就不配了？,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",16,0
tieba,lgbt,日本为何分区实行，不一起呢,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
zhihu,region,提到骗还有福建😅十个福建九个骗说的也不少,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",23,1
tieba,lgbt,看图中这个不是反同的，同恋该时候承认是精神病了,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",23,1
tieba,gender,开除女籍，下一位,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",8,1
zhihu,race,中国大概2016年取消了入境艾滋病检查，南非的艾滋病病毒携带者高达25%，这还是黑非洲经济最好国家，其他的。😆😆你仔细想想。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 1, 0]",68,2
tieba,gender,在所谓“自立自强”中走向极端，然后彻底反智。管中窥豹，略见一斑，权拳二象性实乃真知灼见PS：素材来自吧中某帖一个破防幕刃的主页，欢迎仗义之辈同去屠?,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",74,1
zhihu,race,我嫌弃他们丑😅,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 0, 1, 0]",10,1
tieba,race,老外很老，一般发育早，在它家乡可能有老婆孩子了。20多岁相当于人类30、40岁夹你，你别回复评论。永远也改不了黑猩猩劣质人的性质。全世界都不欢迎黑，即是到了美国政治正确的国家，也不要你们，马上遣返回老窝。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",102,1
tieba,race,被屏蔽了？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",5,0
zhihu,region,一群内斗的??在划分地域 来互相攻击,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",18,0
tieba,lgbt,反变态吧吧名简洁明了，一看就懂,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
tieba,gender,无论是有话可说，还是无话可说，遇到这类相亲对象，迅速抽身才是最佳的选择。不要恋战，更不要试图纠正对方错误的地方，因为这只会让你感觉到更加的无奈。毕竟一个人普且信是长久以来对自我的认知，不是你三言两语就能够让他认识到问题所在。与其在没有意义的事情上浪费时间，不如和更有意思的人结识。事实上，普通且自信，不是只有男性，女性也有，这无关于性别，而且一个人对自我认知的误解。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",183,0
zhihu,race,用粤语屌他啊 小北那边也很多黑人 我经常用粤语屌他们,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",26,1
zhihu,race,应该是卖国贼那部分人，但我们绝对不能自我放弃,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",22,0
zhihu,race,说得对，我们没法分辨谁是烂裤裆，那只能摆烂或者先自己变成烂裤裆了😄,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",36,1
tieba,race,您如此高傲的挑衅全体人民的行为可真是让人始料未及呢,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",25,0
zhihu,lgbt,我感觉男同性格残缺或是怪异的可能性很高，和普通人相比。有些人是因为某些事情刺激后天成为男同，然而这类人也容易变得很怪，很极端，甚至很恶心。我指其中部分人,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",76,1
tieba,gender,喜欢我香香酱嘛,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,gender,妇女权益保障法（修订草案）征求意见正在进行中，大家有意见赶紧去提！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",33,0
zhihu,region,跟那种人你说不明白的，抱抱你,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",14,0
tieba,lgbt,饭桶皆深柜，不敢直面自己的内心,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",15,1
tieba,lgbt,还得看咋陕西爷基佬死于艾,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 1, 0, 0, 1, 0]",12,3
zhihu,region,其他地方是地域黑，上海这个只是说了实话怎么能算黑,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",24,1
zhihu,region,长三角某些媒体带坏了风向，经常以高高在上的姿态评价外省人，这些媒体才是地域黑的源头,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",41,1
zhihu,race,所以请跟着外国男出国不要留在中国，尤其是默,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",21,1
tieba,gender,都怪我我应该送花圈。这样以后也能用得上,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",19,0
zhihu,race,所以，你到底想表达什么？跟黑人睡不违法，值得推荐，想让所有人认同？这样的话，怕不是应该去看看医生。还是说，你在维护女性的合法权益，可没有人不让你，只不过所有人都嫌弃，没人接盘，自己考虑好后果就完了。所以，你到底想表达什么？,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",111,2
tieba,gender,小仙女日常精神病,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",8,1
zhihu,race,对对，越是大城市，越是开放的地方，就越是多。相反那些比较落后的地区到还不多,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",37,0
zhihu,lgbt,对滴，很多人的头里就是臭鱼烂酱全在他脑子里，不用和他们辩论，因为他们没有思考的部位。🍉,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",46,0
zhihu,region,这明显不就是荣誉榜单嘛，就跟被美国制裁的企业名单一样🤭。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",31,0
tieba,lgbt,说给爷爷听，他们三个什么时候p过你的图？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",20,0
tieba,lgbt,图灵还要什么争议？帮助祖国和世界战胜了法西斯，然后却被自己的祖国迫害，悲剧自杀，图灵是反同碰不得的,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",49,0
zhihu,lgbt,（仅代表个人观点，不喜勿喷，杠精走开，并无嘲笑和讽刺的意味，如果有哪里语言不当致歉，如果有言论冒犯抱歉，只是单纯的觉得，我家里上有老下有小，请杠精远离，另外我父母还健在，不是孤儿，受过教育，非杠非黑，并无敌意，仅表达字面含义无讽刺、暗示意味，仅代表个人观点并无意引发论战及侵占公共资源，语言不当之处请见谅，本人尊重一切，若本回复冒犯到您我诚挚表示歉意，若您不赞同我的观点不必特地回复我）,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",193,0
zhihu,race,你不是字吗？郭南郭朒分不清楚,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",14,1
tieba,gender,我不结婚这个问题就不存在需要考虑？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",17,0
tieba,gender,没事，不是说舔狗很多吗？幕刃召唤舔狗就算了,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",21,1
tieba,gender,我男的，我去女权吧发过言，评论被秒删并被禁言，我想知道男权吧为什么不这样做,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]",37,1
tieba,gender,它们只会骂中国男性，🐑跌跪舔还来不及呢,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",19,1
zhihu,region,我不了解卫辉怎么黑山东的，你介绍一下，或给个网址如何？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",27,0
tieba,race,混血，眼睛是蓝色，混了白皮猪的血,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",16,1
tieba,race,给大家看看他是如何在背后阴阳怪气说我们,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",19,0
tieba,race,人家把你弄舒服了你还告他，这750万就当作营养费,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",24,1
tieba,lgbt,世界卫生组织周三建议男同性恋者及双性恋男性限制其性伴侣的数量，以避免自身感染猴痘及帮助降低该病毒的传播速度。世卫组织猴痘专家罗莎蒙德·刘易斯表示，男男性行为群体目前有着最高的猴痘病毒感染率。目前的感染案例中，有99%的感染者为男性，这些患者中又有95%发生过男男性行为。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",135,0
zhihu,race,我的一个朋友在非洲工作过三年，他说只要是女的嫁给默，基本劝她辞职，要不就拿默的工资，一两千，没有回国假期，不报销任何费用，没假期，,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",65,2
tieba,gender,男权吧老哥们还是比较理智哦，这要是男的发女权吧，可能已经让骂死了,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",32,1
zhihu,lgbt,我认识的都还好 这种好奇葩,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
tieba,gender,姆🐶老是先开团，真的可怜，没事就骂男性。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",20,1
tieba,gender,论豪腕的重要性,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
zhihu,region,浙江。。。八山一水一分田 改开前穷的排队去江西要饭的历史是忘了。1978年杭州GDP不如唐山。不知道哪来的什么自古富裕。就算现在，也就是一堆破厂子而已 有点小土豪 没什么文化，受教育程度全国倒数。直辖市谁看得上他们啊HH,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]",110,1
zhihu,region,西南省份确实在浙江真的是鄙视链底端,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",17,1
tieba,race,黑人乐园，快手上全是,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
tieba,gender,确实，这点得学着人家小棒子,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]",13,1
zhihu,region,冬天南方没有暖气的，生生用身子抗，出了广东和海南可能好一点，南方还多山地，冬天确实冷，夏天也确实热，至于宜居不宜居每个人看法也不一样，你这属于硬扯,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",73,0
zhihu,region,“中国特色地域歧视”，河南和东北数一数二严重的吧，基本是被压着骂，你有一个反击十个人骂回来，真的羡慕互黑的。。。,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",56,1
tieba,lgbt,先解决孩子安全问题再说吧，基佬炼铜是人尽皆知的,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",23,1
zhihu,race,补充一下，不只是黑人，只要是找过外国人的我都不能接受,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",26,1
tieba,gender,用“是否”不准确，应该用百分比,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
tieba,gender,这算啥啊，有的人喷就就喷呗，喷了又不对喷，直接拉黑，有够搞笑的,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",31,0
tieba,lgbt,“阳刚”之气罢了,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",8,1
tieba,gender,事实上不用想那么远。多数人是在活着的时候，就可以从生育中得到收益。有些人不能得到。或者有些人认为支出不平衡。或者有些人根本只是被别人当成工具在用。如果强行要求每个人生育，那就是不合理的。永生是一种幻觉，那更好的方式是尊重活人的幸福。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",116,0
zhihu,race,奥巴马能算黑人，因为奥巴马老爸是非洲纯黑，按中国的父系决定论奥巴马是黑人,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",36,0
zhihu,region,我猜你是河南陕县以西某个地方的。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",16,0
zhihu,lgbt,骗婚什么时候没被抵制了吗，这本来就是个错误的行为啊，但你说的是抵制男同这个群体,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]",39,1
tieba,race,二战结束后，很多非洲之国派遣很多留学生进入前苏留学，但后来他们不得不退学回国。刚开始苏府对这些非洲留学生关爱有加，就像家庭一样温暖，给予很多优待的福利。可惜这些留学生，基本上非富即贵，在前苏根本不是为了学习，而是过来花天酒地的享受。前苏的从下到上的人，没有惯着他们，那些留学生非常过分，吃喝玩乐也就算了，还企图搭讪本土女学生，一开始找那些司机和保洁打听姑娘的所有信息，结果留学生们被胖揍。后来留学生们报警，结果前苏警员都是偏袒本国人，还抓留学生。当年又抓了一个美国大使馆的黑人外交官，应是说留学生故意闹事。当然他们又气又恨，一起举行抗议说是种族歧视。前苏的官员肯定不惯着他们，把他们所有的留学福利取消掉。最后他们受不了苦，只能退学回国。这件事情说明，我们把他们当客人，他们却把自己当大爷，因为他们在自己本土作威作福习惯了，加上他们兄弟姐妹多，缺乏教育。他们之所以嚣张，主要是我们合作的矿产资源太多了，觉得可以引起外交纠纷，就是这样肆无忌惮地嚣张。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",423,1
zhihu,region,尹弘你查查履历,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
zhihu,region,山东一旦被黑就是两性问题😅,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 1, 0, 0, 0]",16,2
tieba,race,有吧友知道吗？能细说这件事的过程吗？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",18,0
tieba,gender,正常人还是占大多数的，那些热评是什么成分大家都懂吧,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]",25,1
tieba,race,n死了没有,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",5,1
zhihu,race,水文是水文，我又不是没把国内女权的德行放出来。你也不用来扣帽子。😆,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",36,1
tieba,gender,笑死我了，少说一句不会死，发个帖也不会长命百岁,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
tieba,race,看到你这帖子，确定你就是***媚嘿奴隶了,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",20,1
tieba,lgbt,你们同性恋不包容反同可以拉黑对方龟缩在家里不见人见光就可以了，你们同性恋不需要来这个吧，有拉黑功能可以让你们逃避现实活在自己的世界里。同性恋太丢脸太恶心了一定要拉黑回避正常人。反同是正常的逃不逃避拉不拉黑你们也是正常的但你们同性恋是不正常的不能见人见光所以需要拉黑我们反同才能逃避现实活在自己的世界里。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",151,1
tieba,gender,你不会把qq号发出来吗？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
tieba,gender,女的啊，那没事了,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",8,1
tieba,race,国人为什么崇洋媚外？因为我们从小就被这样教育的，外国人比中国人好，比中国人强。而小学女生比男生学习更好，学的更深入。哪里见了外国人不去死贴啊？结果黑人也是外国人，国人都想去做朋友，结果男的被骗钱，女的被艾滋加骗钱。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",107,1
zhihu,region,这女的也太肤浅了,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",8,1
tieba,race,谁申请吧主好呢,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,lgbt,我以前是同性恋后面喝中药调理好了，药方如下:柏子仁二钱半、白蔹二钱、白术三钱半、桂心一钱半、附子一钱。用法:蜜制丸，每日早中晚饭前各服3~5丸(约3~5克)，一律白开水服下，服药期间每晚用热水洗，浸一二分钟更佳，一般服用十天后约可对同性器官感到厌倦，恢复对女性的喜好。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",134,0
tieba,gender,我是否可以认为，你说的是废话,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",14,0
tieba,race,被大姐举报没了正义的百度,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,lgbt,还没影响到啊😓，同性才是真爱，异性只为繁衍是谁说的？😓,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 0, 0, 1, 0]",33,1
zhihu,region,讲道理，没存在感是好事，出事甩锅都甩不到自己头上😜,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",28,0
zhihu,region,冷知识，提出全程录音录像的领导是从上海过来的……,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",24,0
zhihu,race,我身边还没见过一门心思娶外国女人的呢，这例子没意思。关键是网络风气，这玩意跟现实要分开来看。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",46,0
tieba,lgbt,一眼丁真，能不玩这种p图恶搞了吗，整点正能量的,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
zhihu,region,我真的太害怕江苏人了，跟他们唠两句，必提到GDP😆😆,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",32,0
tieba,gender,哇哦，解锁孕妇play了,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
tieba,gender,……丢我俩室友说透的时候没叫算不算细节,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",19,0
zhihu,race,但是默我真的很讨厌,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",9,1
zhihu,race,你只是一个一无是处的人，所以你没要求，有个女的跟你就不错了，还敢有要求？😅,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",40,0
tieba,race,冲，我们今天都是肖万,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",10,1
